,Unnamed: 0,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
1172,1245,RUS,Russia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,,,16.2,,
1173,1246,SVN,Slovenia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,,,18.3,,
1175,1248,AUS,Australia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,20.8,,
1176,1249,AUT,Austria,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.7,,
1177,1250,BEL,Belgium,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,18.6,,
1178,1251,CAN,Canada,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.9,,
1179,1252,CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.3,,
1180,1253,DNK,Denmark,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,19.1,,
1181,1254,FIN,Finland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,19.4,,
1182,1255,FRA,France,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.2,,
1183,1256,DEU,Germany,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,18.1,,
1184,1257,GRC,Greece,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,19.2,,
1185,1258,HUN,Hungary,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.3,,
1186,1259,ISL,Iceland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,18.3,,
1187,1260,IRL,Ireland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,18.1,,
1188,1261,ITA,Italy,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.2,,
1189,1262,JPN,Japan,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.4,,
1190,1263,KOR,Korea,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.8,,
1191,1264,LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,15.0,,
1192,1265,MEX,Mexico,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,15.0,,
1193,1266,NLD,Netherlands,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,18.6,,
1194,1267,NZL,New Zealand,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.2,,
1195,1268,NOR,Norway,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.9,,
1196,1269,POL,Poland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.0,,
1197,1270,PRT,Portugal,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.9,,
1198,1271,SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,15.3,,
1199,1272,ESP,Spain,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.6,,
1200,1273,SWE,Sweden,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,18.5,,
1201,1274,CHE,Switzerland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.6,,
1202,1275,TUR,Turkey,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,18.6,,
1203,1276,GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.0,,
1204,1277,USA,United States,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.7,,
1205,1278,BRA,Brazil,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,15.8,,
1206,1279,CHL,Chile,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.3,,
1207,1280,EST,Estonia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.1,,
1208,1281,ISR,Israel,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,15.2,,
1209,1282,LVA,Latvia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.4,,
1210,1283,RUS,Russia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,16.0,,
1211,1284,SVN,Slovenia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,,,17.7,,
1213,1286,AUS,Australia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,21.1,,
1214,1287,AUT,Austria,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,17.3,,
1215,1288,BEL,Belgium,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,20.0,,
1216,1289,CAN,Canada,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,17.8,,
1217,1290,CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.5,,
1218,1291,DNK,Denmark,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,19.9,,
1219,1292,FIN,Finland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,20.3,,
1220,1293,FRA,France,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,16.8,,
1221,1294,DEU,Germany,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.1,,
1222,1295,GRC,Greece,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.8,,
1223,1296,HUN,Hungary,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,16.6,,
1224,1297,ISL,Iceland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,19.8,,
1225,1298,IRL,Ireland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.1,,
1226,1299,ITA,Italy,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,17.0,,
1227,1300,JPN,Japan,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,16.3,,
1228,1301,KOR,Korea,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,16.7,,
1229,1302,LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,15.2,,
1230,1303,MEX,Mexico,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,15.3,,
1231,1304,NLD,Netherlands,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.7,,
1232,1305,NZL,New Zealand,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.2,,
1233,1306,NOR,Norway,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.8,,
1234,1307,POL,Poland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.4,,
1235,1308,PRT,Portugal,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,17.0,,
1236,1309,SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,16.2,,
1237,1310,ESP,Spain,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.2,,
1238,1311,SWE,Sweden,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,20.1,,
1239,1312,CHE,Switzerland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,17.4,,
1240,1313,TUR,Turkey,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.0,,
1241,1314,GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.0,,
1242,1315,USA,United States,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,17.7,,
1243,1316,BRA,Brazil,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,16.5,,
1244,1317,CHL,Chile,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,17.7,,
1245,1318,EST,Estonia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.3,,
1246,1319,ISR,Israel,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,16.1,,
1247,1320,LVA,Latvia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,18.7,,
1248,1321,RUS,Russia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,16.4,,
1249,1322,SVN,Slovenia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,,,19.1,,
1251,1324,AUS,Australia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,5.0,,
1252,1325,AUT,Austria,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,16.0,,
1253,1326,BEL,Belgium,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,15.0,,
1254,1327,CAN,Canada,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,7.0,,
1255,1328,CZE,Czech Republic,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,20.0,,
1256,1329,DNK,Denmark,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,9.0,,
1257,1330,FIN,Finland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,6.0,,
1258,1331,FRA,France,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,13.0,,
1259,1332,DEU,Germany,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,14.0,,
1260,1333,GRC,Greece,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,18.0,,
1261,1334,HUN,Hungary,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,19.0,,
1262,1335,ISL,Iceland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,3.0,,
1263,1336,IRL,Ireland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,7.0,,
1264,1337,ITA,Italy,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,18.0,,
1265,1338,JPN,Japan,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,14.0,,
1266,1339,KOR,Korea,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,28.0,,
1267,1340,LUX,Luxembourg,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,12.0,,
1268,1341,MEX,Mexico,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,16.0,,
1269,1342,NLD,Netherlands,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,14.0,,
1270,1343,NZL,New Zealand,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,5.0,,
1271,1344,NOR,Norway,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,5.0,,
1272,1345,POL,Poland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,22.0,,
1273,1346,PRT,Portugal,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,10.0,,
1274,1347,SVK,Slovak Republic,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,21.0,,
1275,1348,ESP,Spain,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,11.0,,
1276,1349,SWE,Sweden,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,6.0,,
1277,1350,CHE,Switzerland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,15.0,,
1278,1351,TUR,Turkey,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,20.0,,
1279,1352,GBR,United Kingdom,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,11.0,,
1280,1353,USA,United States,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,10.0,,
1281,1354,BRA,Brazil,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,10.0,,
1282,1355,CHL,Chile,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,16.0,,
1283,1356,EST,Estonia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,8.0,,
1284,1357,ISR,Israel,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,21.0,,
1285,1358,LVA,Latvia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,11.0,,
1286,1359,RUS,Russia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,15.0,,
1287,1360,SVN,Slovenia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,16.0,,
1288,1361,ZAF,South Africa,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,,,22.0,,
1290,1363,AUS,Australia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,93.0,,
1291,1364,AUT,Austria,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,92.0,,
1292,1365,BEL,Belgium,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,84.0,,
1293,1366,CAN,Canada,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,91.0,,
1294,1367,CZE,Czech Republic,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,87.0,,
1295,1368,DNK,Denmark,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,95.0,,
1296,1369,FIN,Finland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,95.0,,
1297,1370,FRA,France,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,81.0,,
1298,1371,DEU,Germany,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,91.0,,
1299,1372,GRC,Greece,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,69.0,,
1300,1373,HUN,Hungary,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,77.0,,
1301,1374,ISL,Iceland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,99.0,,
1302,1375,IRL,Ireland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,85.0,,
1303,1376,ITA,Italy,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,71.0,,
1304,1377,JPN,Japan,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,87.0,,
1305,1378,KOR,Korea,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,76.0,,
1306,1379,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,84.0,,
1307,1380,MEX,Mexico,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,68.0,,
1308,1381,NLD,Netherlands,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,93.0,,
1309,1382,NZL,New Zealand,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,89.0,,
1310,1383,NOR,Norway,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,98.0,,
1311,1384,POL,Poland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,82.0,,
1312,1385,PRT,Portugal,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,86.0,,
1313,1386,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,85.0,,
1314,1387,ESP,Spain,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,72.0,,
1315,1388,SWE,Sweden,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,96.0,,
1316,1389,CHE,Switzerland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,95.0,,
1317,1390,TUR,Turkey,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,65.0,,
1318,1391,GBR,United Kingdom,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,84.0,,
1319,1392,USA,United States,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,83.0,,
1320,1393,BRA,Brazil,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,73.0,,
1321,1394,CHL,Chile,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,71.0,,
1322,1395,EST,Estonia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,84.0,,
1323,1396,ISR,Israel,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,67.0,,
1324,1397,LVA,Latvia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,79.0,,
1325,1398,RUS,Russia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,55.0,,
1326,1399,SVN,Slovenia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,90.0,,
1327,1400,ZAF,South Africa,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,,,67.0,,
1329,1402,AUS,Australia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,93.0,,
1330,1403,AUT,Austria,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,93.0,,
1331,1404,BEL,Belgium,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,86.0,,
1332,1405,CAN,Canada,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,92.0,,
1333,1406,CZE,Czech Republic,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,87.0,,
1334,1407,DNK,Denmark,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,96.0,,
1335,1408,FIN,Finland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,96.0,,
1336,1409,FRA,France,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,80.0,,
1337,1410,DEU,Germany,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,91.0,,
1338,1411,GRC,Greece,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,71.0,,
1339,1412,HUN,Hungary,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,77.0,,
1340,1413,ISL,Iceland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,99.0,,
1341,1414,IRL,Ireland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,85.0,,
1342,1415,ITA,Italy,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,73.0,,
1343,1416,JPN,Japan,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,88.0,,
1344,1417,KOR,Korea,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,76.0,,
1345,1418,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,85.0,,
1346,1419,MEX,Mexico,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,67.0,,
1347,1420,NLD,Netherlands,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,94.0,,
1348,1421,NZL,New Zealand,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,91.0,,
1349,1422,NOR,Norway,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,98.0,,
1350,1423,POL,Poland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,83.0,,
1351,1424,PRT,Portugal,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,87.0,,
1352,1425,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,84.0,,
1353,1426,ESP,Spain,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,71.0,,
1354,1427,SWE,Sweden,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,96.0,,
1355,1428,CHE,Switzerland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,95.0,,
1356,1429,TUR,Turkey,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,65.0,,
1357,1430,GBR,United Kingdom,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,82.0,,
1358,1431,USA,United States,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,82.0,,
1359,1432,BRA,Brazil,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,77.0,,
1360,1433,CHL,Chile,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,72.0,,
1361,1434,EST,Estonia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,85.0,,
1362,1435,ISR,Israel,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,68.0,,
1363,1436,LVA,Latvia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,79.0,,
1364,1437,RUS,Russia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,58.0,,
1365,1438,SVN,Slovenia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,90.0,,
1366,1439,ZAF,South Africa,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,,,70.0,,
1368,1441,AUS,Australia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,92.0,,
1369,1442,AUT,Austria,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,91.0,,
1370,1443,BEL,Belgium,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,81.0,,
1371,1444,CAN,Canada,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,90.0,,
1372,1445,CZE,Czech Republic,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,86.0,,
1373,1446,DNK,Denmark,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,94.0,,
1374,1447,FIN,Finland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,94.0,,
1375,1448,FRA,France,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,82.0,,
1376,1449,DEU,Germany,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,92.0,,
1377,1450,GRC,Greece,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,68.0,,
1378,1451,HUN,Hungary,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,77.0,,
1379,1452,ISL,Iceland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,98.0,,
1380,1453,IRL,Ireland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,85.0,,
1381,1454,ITA,Italy,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,69.0,,
1382,1455,JPN,Japan,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,86.0,,
1383,1456,KOR,Korea,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,76.0,,
1384,1457,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,83.0,,
1385,1458,MEX,Mexico,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,68.0,,
1386,1459,NLD,Netherlands,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,92.0,,
1387,1460,NZL,New Zealand,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,87.0,,
1388,1461,NOR,Norway,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,97.0,,
1389,1462,POL,Poland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,81.0,,
1390,1463,PRT,Portugal,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,86.0,,
1391,1464,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,85.0,,
1392,1465,ESP,Spain,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,74.0,,
1393,1466,SWE,Sweden,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,96.0,,
1394,1467,CHE,Switzerland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,96.0,,
1395,1468,TUR,Turkey,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,65.0,,
1396,1469,GBR,United Kingdom,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,85.0,,
1397,1470,USA,United States,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,83.0,,
1398,1471,BRA,Brazil,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,69.0,,
1399,1472,CHL,Chile,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,,,70.0,,
